,year,artist,track,time,genre,week,rank,date
2007,2000,DMX,Party Up (Up In H...,3:45,Rap,7,38,2000-04-08
2324,2000,DMX,Party Up (Up In H...,3:45,Rap,8,32,2000-04-15
2641,2000,DMX,Party Up (Up In H...,3:45,Rap,9,27,2000-04-22
2958,2000,DMX,Party Up (Up In H...,3:45,Rap,10,27,2000-04-29
3275,2000,DMX,Party Up (Up In H...,3:45,Rap,11,27,2000-05-06
3592,2000,DMX,Party Up (Up In H...,3:45,Rap,12,27,2000-05-13
3909,2000,DMX,Party Up (Up In H...,3:45,Rap,13,27,2000-05-20
4226,2000,DMX,Party Up (Up In H...,3:45,Rap,14,28,2000-05-27
4543,2000,DMX,Party Up (Up In H...,3:45,Rap,15,28,2000-06-03
4860,2000,DMX,Party Up (Up In H...,3:45,Rap,16,33,2000-06-10
5177,2000,DMX,Party Up (Up In H...,3:45,Rap,17,35,2000-06-17
5494,2000,DMX,Party Up (Up In H...,3:45,Rap,18,42,2000-06-24
5811,2000,DMX,Party Up (Up In H...,3:45,Rap,19,44,2000-07-01
6128,2000,DMX,Party Up (Up In H...,3:45,Rap,20,46,2000-07-08
6445,2000,DMX,Party Up (Up In H...,3:45,Rap,21,43,2000-07-15
173,2000,DMX,What You Want,4:05,Rap,1,98,2000-07-01
490,2000,DMX,What You Want,4:05,Rap,2,95,2000-07-08
807,2000,DMX,What You Want,4:05,Rap,3,95,2000-07-15
1124,2000,DMX,What You Want,4:05,Rap,4,87,2000-07-22
1441,2000,DMX,What You Want,4:05,Rap,5,86,2000-07-29
1758,2000,DMX,What You Want,4:05,Rap,6,79,2000-08-05
2075,2000,DMX,What You Want,4:05,Rap,7,62,2000-08-12
2392,2000,DMX,What You Want,4:05,Rap,8,60,2000-08-19
2709,2000,DMX,What You Want,4:05,Rap,9,58,2000-08-26
3026,2000,DMX,What You Want,4:05,Rap,10,57,2000-09-02
3343,2000,DMX,What You Want,4:05,Rap,11,52,2000-09-09
3660,2000,DMX,What You Want,4:05,Rap,12,55,2000-09-16
3977,2000,DMX,What You Want,4:05,Rap,13,49,2000-09-23
4294,2000,DMX,What You Want,4:05,Rap,14,57,2000-09-30
4611,2000,DMX,What You Want,4:05,Rap,15,62,2000-10-07
4928,2000,DMX,What You Want,4:05,Rap,16,65,2000-10-14
5245,2000,DMX,What You Want,4:05,Rap,17,87,2000-10-21
5562,2000,DMX,What You Want,4:05,Rap,18,89,2000-10-28
5879,2000,DMX,What You Want,4:05,Rap,19,99,2000-11-04
6196,2000,DMX,What You Want,4:05,Rap,20,100,2000-11-11
230,2000,DMX,What's My Name,3:50,Rap,1,98,2000-01-15
547,2000,DMX,What's My Name,3:50,Rap,2,76,2000-01-22
864,2000,DMX,What's My Name,3:50,Rap,3,69,2000-01-29
1181,2000,DMX,What's My Name,3:50,Rap,4,69,2000-02-05
1498,2000,DMX,What's My Name,3:50,Rap,5,67,2000-02-12
1815,2000,DMX,What's My Name,3:50,Rap,6,73,2000-02-19
2132,2000,DMX,What's My Name,3:50,Rap,7,76,2000-02-26
2449,2000,DMX,What's My Name,3:50,Rap,8,90,2000-03-04
2766,2000,DMX,What's My Name,3:50,Rap,9,90,2000-03-11
3083,2000,DMX,What's My Name,3:50,Rap,10,94,2000-03-18
3400,2000,DMX,What's My Name,3:50,Rap,11,100,2000-03-25
197,2000,Da Brat,That's What I'm L...,3:44,Rap,1,93,2000-02-26
514,2000,Da Brat,That's What I'm L...,3:44,Rap,2,73,2000-03-04
831,2000,Da Brat,That's What I'm L...,3:44,Rap,3,60,2000-03-11
1148,2000,Da Brat,That's What I'm L...,3:44,Rap,4,60,2000-03-18
1465,2000,Da Brat,That's What I'm L...,3:44,Rap,5,60,2000-03-25
1782,2000,Da Brat,That's What I'm L...,3:44,Rap,6,60,2000-04-01
2099,2000,Da Brat,That's What I'm L...,3:44,Rap,7,63,2000-04-08
2416,2000,Da Brat,That's What I'm L...,3:44,Rap,8,56,2000-04-15
2733,2000,Da Brat,That's What I'm L...,3:44,Rap,9,58,2000-04-22
3050,2000,Da Brat,That's What I'm L...,3:44,Rap,10,70,2000-04-29
3367,2000,Da Brat,That's What I'm L...,3:44,Rap,11,71,2000-05-06
3684,2000,Da Brat,That's What I'm L...,3:44,Rap,12,72,2000-05-13
4001,2000,Da Brat,That's What I'm L...,3:44,Rap,13,90,2000-05-20
4318,2000,Da Brat,That's What I'm L...,3:44,Rap,14,94,2000-05-27
4635,2000,Da Brat,That's What I'm L...,3:44,Rap,15,94,2000-06-03
4952,2000,Da Brat,That's What I'm L...,3:44,Rap,16,94,2000-06-10
5269,2000,Da Brat,That's What I'm L...,3:44,Rap,17,94,2000-06-17
5586,2000,Da Brat,That's What I'm L...,3:44,Rap,18,100,2000-06-24
104,2000,Da Brat,What'Chu Like,3:57,Rap,1,71,2000-06-03
421,2000,Da Brat,What'Chu Like,3:57,Rap,2,65,2000-06-10
738,2000,Da Brat,What'Chu Like,3:57,Rap,3,54,2000-06-17
1055,2000,Da Brat,What'Chu Like,3:57,Rap,4,54,2000-06-24
1372,2000,Da Brat,What'Chu Like,3:57,Rap,5,51,2000-07-01
1689,2000,Da Brat,What'Chu Like,3:57,Rap,6,41,2000-07-08
2006,2000,Da Brat,What'Chu Like,3:57,Rap,7,41,2000-07-15
2323,2000,Da Brat,What'Chu Like,3:57,Rap,8,33,2000-07-22
2640,2000,Da Brat,What'Chu Like,3:57,Rap,9,28,2000-07-29
2957,2000,Da Brat,What'Chu Like,3:57,Rap,10,31,2000-08-05
3274,2000,Da Brat,What'Chu Like,3:57,Rap,11,26,2000-08-12
3591,2000,Da Brat,What'Chu Like,3:57,Rap,12,28,2000-08-19
3908,2000,Da Brat,What'Chu Like,3:57,Rap,13,36,2000-08-26
4225,2000,Da Brat,What'Chu Like,3:57,Rap,14,39,2000-09-02
4542,2000,Da Brat,What'Chu Like,3:57,Rap,15,49,2000-09-09
4859,2000,Da Brat,What'Chu Like,3:57,Rap,16,58,2000-09-16
5176,2000,Da Brat,What'Chu Like,3:57,Rap,17,62,2000-09-23
5493,2000,Da Brat,What'Chu Like,3:57,Rap,18,65,2000-09-30
5810,2000,Da Brat,What'Chu Like,3:57,Rap,19,68,2000-10-07
6127,2000,Da Brat,What'Chu Like,3:57,Rap,20,68,2000-10-14
306,2000,De La Soul,All Good?,5:02,Rap,1,96,2000-12-23
623,2000,De La Soul,All Good?,5:02,Rap,2,96,2000-12-30
940,2000,De La Soul,All Good?,5:02,Rap,3,100,2001-01-06
0,2000,Destiny's Child,Independent Women...,3:38,Rock,1,78,2000-09-23
317,2000,Destiny's Child,Independent Women...,3:38,Rock,2,63,2000-09-30
634,2000,Destiny's Child,Independent Women...,3:38,Rock,3,49,2000-10-07
951,2000,Destiny's Child,Independent Women...,3:38,Rock,4,33,2000-10-14
1268,2000,Destiny's Child,Independent Women...,3:38,Rock,5,23,2000-10-21
1585,2000,Destiny's Child,Independent Women...,3:38,Rock,6,15,2000-10-28
1902,2000,Destiny's Child,Independent Women...,3:38,Rock,7,7,2000-11-04
2219,2000,Destiny's Child,Independent Women...,3:38,Rock,8,5,2000-11-11
2536,2000,Destiny's Child,Independent Women...,3:38,Rock,9,1,2000-11-18
2853,2000,Destiny's Child,Independent Women...,3:38,Rock,10,1,2000-11-25
3170,2000,Destiny's Child,Independent Women...,3:38,Rock,11,1,2000-12-02
3487,2000,Destiny's Child,Independent Women...,3:38,Rock,12,1,2000-12-09
3804,2000,Destiny's Child,Independent Women...,3:38,Rock,13,1,2000-12-16
4121,2000,Destiny's Child,Independent Women...,3:38,Rock,14,1,2000-12-23
4438,2000,Destiny's Child,Independent Women...,3:38,Rock,15,1,2000-12-30
4755,2000,Destiny's Child,Independent Women...,3:38,Rock,16,1,2001-01-06
5072,2000,Destiny's Child,Independent Women...,3:38,Rock,17,1,2001-01-13
5389,2000,Destiny's Child,Independent Women...,3:38,Rock,18,1,2001-01-20
5706,2000,Destiny's Child,Independent Women...,3:38,Rock,19,1,2001-01-27
6023,2000,Destiny's Child,Independent Women...,3:38,Rock,20,2,2001-02-03
6340,2000,Destiny's Child,Independent Women...,3:38,Rock,21,3,2001-02-10
6657,2000,Destiny's Child,Independent Women...,3:38,Rock,22,7,2001-02-17
6974,2000,Destiny's Child,Independent Women...,3:38,Rock,23,10,2001-02-24
7291,2000,Destiny's Child,Independent Women...,3:38,Rock,24,12,2001-03-03
7608,2000,Destiny's Child,Independent Women...,3:38,Rock,25,15,2001-03-10
7925,2000,Destiny's Child,Independent Women...,3:38,Rock,26,22,2001-03-17
8242,2000,Destiny's Child,Independent Women...,3:38,Rock,27,29,2001-03-24
8559,2000,Destiny's Child,Independent Women...,3:38,Rock,28,31,2001-03-31
23,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,1,74,2000-05-13
340,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2,71,2000-05-20
657,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,3,65,2000-05-27
974,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,4,62,2000-06-03
1291,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,5,57,2000-06-10
1608,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,6,50,2000-06-17
1925,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,7,40,2000-06-24
2242,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,8,37,2000-07-01
2559,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,9,22,2000-07-08
2876,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,10,18,2000-07-15
3193,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,11,13,2000-07-22
3510,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,12,8,2000-07-29
3827,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,13,6,2000-08-05
4144,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,14,4,2000-08-12
4461,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,15,3,2000-08-19
4778,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,16,4,2000-08-26
5095,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,17,3,2000-09-02
5412,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,18,3,2000-09-09
5729,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,19,3,2000-09-16
6046,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,20,3,2000-09-23
6363,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,21,4,2000-09-30
6680,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,22,4,2000-10-07
6997,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,23,6,2000-10-14
7314,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,24,7,2000-10-21
7631,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,25,6,2000-10-28
7948,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,26,8,2000-11-04
8265,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,27,10,2000-11-11
8582,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,28,15,2000-11-18
8899,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,29,24,2000-11-25
9216,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,30,30,2000-12-02
9533,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,31,35,2000-12-09
9850,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,32,39,2000-12-16
6,2000,Destiny's Child,Say My Name,4:31,Rock,1,83,1999-12-25
323,2000,Destiny's Child,Say My Name,4:31,Rock,2,83,2000-01-01
640,2000,Destiny's Child,Say My Name,4:31,Rock,3,44,2000-01-08
957,2000,Destiny's Child,Say My Name,4:31,Rock,4,38,2000-01-15
1274,2000,Destiny's Child,Say My Name,4:31,Rock,5,16,2000-01-22
1591,2000,Destiny's Child,Say My Name,4:31,Rock,6,13,2000-01-29
1908,2000,Destiny's Child,Say My Name,4:31,Rock,7,16,2000-02-05
2225,2000,Destiny's Child,Say My Name,4:31,Rock,8,16,2000-02-12
2542,2000,Destiny's Child,Say My Name,4:31,Rock,9,16,2000-02-19
2859,2000,Destiny's Child,Say My Name,4:31,Rock,10,18,2000-02-26
3176,2000,Destiny's Child,Say My Name,4:31,Rock,11,17,2000-03-04
3493,2000,Destiny's Child,Say My Name,4:31,Rock,12,14,2000-03-11
3810,2000,Destiny's Child,Say My Name,4:31,Rock,13,1,2000-03-18
4127,2000,Destiny's Child,Say My Name,4:31,Rock,14,1,2000-03-25
4444,2000,Destiny's Child,Say My Name,4:31,Rock,15,1,2000-04-01
4761,2000,Destiny's Child,Say My Name,4:31,Rock,16,2,2000-04-08
5078,2000,Destiny's Child,Say My Name,4:31,Rock,17,2,2000-04-15
5395,2000,Destiny's Child,Say My Name,4:31,Rock,18,3,2000-04-22
5712,2000,Destiny's Child,Say My Name,4:31,Rock,19,5,2000-04-29
6029,2000,Destiny's Child,Say My Name,4:31,Rock,20,5,2000-05-06
6346,2000,Destiny's Child,Say My Name,4:31,Rock,21,5,2000-05-13
6663,2000,Destiny's Child,Say My Name,4:31,Rock,22,7,2000-05-20
6980,2000,Destiny's Child,Say My Name,4:31,Rock,23,10,2000-05-27
7297,2000,Destiny's Child,Say My Name,4:31,Rock,24,13,2000-06-03
7614,2000,Destiny's Child,Say My Name,4:31,Rock,25,14,2000-06-10
7931,2000,Destiny's Child,Say My Name,4:31,Rock,26,18,2000-06-17
8248,2000,Destiny's Child,Say My Name,4:31,Rock,27,23,2000-06-24
8565,2000,Destiny's Child,Say My Name,4:31,Rock,28,23,2000-07-01
8882,2000,Destiny's Child,Say My Name,4:31,Rock,29,34,2000-07-08
9199,2000,Destiny's Child,Say My Name,4:31,Rock,30,37,2000-07-15
9516,2000,Destiny's Child,Say My Name,4:31,Rock,31,43,2000-07-22
9833,2000,Destiny's Child,Say My Name,4:31,Rock,32,47,2000-07-29
99,2000,Dr. Dre,Forgot About Dre,3:42,Rap,1,75,2000-01-22
416,2000,Dr. Dre,Forgot About Dre,3:42,Rap,2,55,2000-01-29
733,2000,Dr. Dre,Forgot About Dre,3:42,Rap,3,47,2000-02-05
1050,2000,Dr. Dre,Forgot About Dre,3:42,Rap,4,36,2000-02-12
1367,2000,Dr. Dre,Forgot About Dre,3:42,Rap,5,36,2000-02-19
1684,2000,Dr. Dre,Forgot About Dre,3:42,Rap,6,30,2000-02-26
2001,2000,Dr. Dre,Forgot About Dre,3:42,Rap,7,30,2000-03-04
2318,2000,Dr. Dre,Forgot About Dre,3:42,Rap,8,31,2000-03-11
2635,2000,Dr. Dre,Forgot About Dre,3:42,Rap,9,26,2000-03-18
2952,2000,Dr. Dre,Forgot About Dre,3:42,Rap,10,25,2000-03-25
3269,2000,Dr. Dre,Forgot About Dre,3:42,Rap,11,25,2000-04-01
3586,2000,Dr. Dre,Forgot About Dre,3:42,Rap,12,26,2000-04-08
3903,2000,Dr. Dre,Forgot About Dre,3:42,Rap,13,26,2000-04-15
4220,2000,Dr. Dre,Forgot About Dre,3:42,Rap,14,28,2000-04-22
4537,2000,Dr. Dre,Forgot About Dre,3:42,Rap,15,34,2000-04-29
4854,2000,Dr. Dre,Forgot About Dre,3:42,Rap,16,47,2000-05-06
5171,2000,Dr. Dre,Forgot About Dre,3:42,Rap,17,58,2000-05-13
5488,2000,Dr. Dre,Forgot About Dre,3:42,Rap,18,68,2000-05-20
5805,2000,Dr. Dre,Forgot About Dre,3:42,Rap,19,80,2000-05-27
6122,2000,Dr. Dre,Forgot About Dre,3:42,Rap,20,82,2000-06-03
92,2000,Dr. Dre,The Next Episode,2:38,Rap,1,78,2000-05-27
409,2000,Dr. Dre,The Next Episode,2:38,Rap,2,67,2000-06-03
726,2000,Dr. Dre,The Next Episode,2:38,Rap,3,58,2000-06-10
1043,2000,Dr. Dre,The Next Episode,2:38,Rap,4,53,2000-06-17
1360,2000,Dr. Dre,The Next Episode,2:38,Rap,5,46,2000-06-24
1677,2000,Dr. Dre,The Next Episode,2:38,Rap,6,41,2000-07-01
1994,2000,Dr. Dre,The Next Episode,2:38,Rap,7,32,2000-07-08
2311,2000,Dr. Dre,The Next Episode,2:38,Rap,8,27,2000-07-15
2628,2000,Dr. Dre,The Next Episode,2:38,Rap,9,26,2000-07-22
2945,2000,Dr. Dre,The Next Episode,2:38,Rap,10,23,2000-07-29
3262,2000,Dr. Dre,The Next Episode,2:38,Rap,11,26,2000-08-05
3579,2000,Dr. Dre,The Next Episode,2:38,Rap,12,27,2000-08-12
3896,2000,Dr. Dre,The Next Episode,2:38,Rap,13,32,2000-08-19
4213,2000,Dr. Dre,The Next Episode,2:38,Rap,14,32,2000-08-26
4530,2000,Dr. Dre,The Next Episode,2:38,Rap,15,44,2000-09-02
4847,2000,Dr. Dre,The Next Episode,2:38,Rap,16,46,2000-09-09
5164,2000,Dr. Dre,The Next Episode,2:38,Rap,17,47,2000-09-16
5481,2000,Dr. Dre,The Next Episode,2:38,Rap,18,50,2000-09-23
5798,2000,Dr. Dre,The Next Episode,2:38,Rap,19,52,2000-09-30
6115,2000,Dr. Dre,The Next Episode,2:38,Rap,20,58,2000-10-07
248,2000,Drama,"Left, Right, Left",3:37,Rap,1,100,2000-02-12
565,2000,Drama,"Left, Right, Left",3:37,Rap,2,98,2000-02-19
882,2000,Drama,"Left, Right, Left",3:37,Rap,3,89,2000-02-26
1199,2000,Drama,"Left, Right, Left",3:37,Rap,4,80,2000-03-04
1516,2000,Drama,"Left, Right, Left",3:37,Rap,5,75,2000-03-11
1833,2000,Drama,"Left, Right, Left",3:37,Rap,6,73,2000-03-18
2150,2000,Drama,"Left, Right, Left",3:37,Rap,7,80,2000-03-25
2467,2000,Drama,"Left, Right, Left",3:37,Rap,8,86,2000-04-01
2784,2000,Drama,"Left, Right, Left",3:37,Rap,9,91,2000-04-08
3101,2000,Drama,"Left, Right, Left",3:37,Rap,10,96,2000-04-15
3418,2000,Drama,"Left, Right, Left",3:37,Rap,11,100,2000-04-22
3735,2000,Drama,"Left, Right, Left",3:37,Rap,12,98,2000-04-29
4052,2000,Drama,"Left, Right, Left",3:37,Rap,13,96,2000-05-06
19,2000,Dream,He Loves U Not,3:43,Rock,1,99,2000-09-30
336,2000,Dream,He Loves U Not,3:43,Rock,2,92,2000-10-07
653,2000,Dream,He Loves U Not,3:43,Rock,3,81,2000-10-14
970,2000,Dream,He Loves U Not,3:43,Rock,4,59,2000-10-21
1287,2000,Dream,He Loves U Not,3:43,Rock,5,47,2000-10-28
1604,2000,Dream,He Loves U Not,3:43,Rock,6,42,2000-11-04
1921,2000,Dream,He Loves U Not,3:43,Rock,7,32,2000-11-11
2238,2000,Dream,He Loves U Not,3:43,Rock,8,27,2000-11-18
2555,2000,Dream,He Loves U Not,3:43,Rock,9,18,2000-11-25
2872,2000,Dream,He Loves U Not,3:43,Rock,10,18,2000-12-02
3189,2000,Dream,He Loves U Not,3:43,Rock,11,11,2000-12-09
3506,2000,Dream,He Loves U Not,3:43,Rock,12,8,2000-12-16
3823,2000,Dream,He Loves U Not,3:43,Rock,13,5,2000-12-23
4140,2000,Dream,He Loves U Not,3:43,Rock,14,2,2000-12-30
4457,2000,Dream,He Loves U Not,3:43,Rock,15,2,2001-01-06
4774,2000,Dream,He Loves U Not,3:43,Rock,16,3,2001-01-13
5091,2000,Dream,He Loves U Not,3:43,Rock,17,3,2001-01-20
5408,2000,Dream,He Loves U Not,3:43,Rock,18,3,2001-01-27
5725,2000,Dream,He Loves U Not,3:43,Rock,19,7,2001-02-03
6042,2000,Dream,He Loves U Not,3:43,Rock,20,9,2001-02-10
6359,2000,Dream,He Loves U Not,3:43,Rock,21,10,2001-02-17
6676,2000,Dream,He Loves U Not,3:43,Rock,22,11,2001-02-24
6993,2000,Dream,He Loves U Not,3:43,Rock,23,10,2001-03-03
7310,2000,Dream,He Loves U Not,3:43,Rock,24,19,2001-03-10
7627,2000,Dream,He Loves U Not,3:43,Rock,25,23,2001-03-17
7944,2000,Dream,He Loves U Not,3:43,Rock,26,28,2001-03-24
8261,2000,Dream,He Loves U Not,3:43,Rock,27,38,2001-03-31
8578,2000,Dream,He Loves U Not,3:43,Rock,28,46,2001-04-07
43,2000,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,1,67,1999-12-11
360,2000,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,2,29,1999-12-18
677,2000,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,3,16,1999-12-25
994,2000,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,4,16,2000-01-01
1311,2000,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,5,13,2000-01-08
1628,2000,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,6,11,2000-01-15
1945,2000,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,7,9,2000-01-22
2262,2000,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,8,6,2000-01-29
2579,2000,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,9,7,2000-02-05
2896,2000,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,10,9,2000-02-12
3213,2000,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,11,13,2000-02-19
3530,2000,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,12,19,2000-02-26
3847,2000,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,13,21,2000-03-04
4164,2000,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,14,24,2000-03-11
4481,2000,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,15,32,2000-03-18
4798,2000,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,16,42,2000-03-25
5115,2000,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,17,56,2000-04-01
5432,2000,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,18,60,2000-04-08
5749,2000,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,19,76,2000-04-15
6066,2000,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,20,88,2000-04-22
178,2000,Eminem,Stan,5:26,Rap,1,78,2000-11-04
495,2000,Eminem,Stan,5:26,Rap,2,67,2000-11-11
812,2000,Eminem,Stan,5:26,Rap,3,57,2000-11-18
1129,2000,Eminem,Stan,5:26,Rap,4,57,2000-11-25
1446,2000,Eminem,Stan,5:26,Rap,5,51,2000-12-02
1763,2000,Eminem,Stan,5:26,Rap,6,51,2000-12-09
2080,2000,Eminem,Stan,5:26,Rap,7,51,2000-12-16
2397,2000,Eminem,Stan,5:26,Rap,8,57,2000-12-23
2714,2000,Eminem,Stan,5:26,Rap,9,55,2000-12-30
3031,2000,Eminem,Stan,5:26,Rap,10,70,2001-01-06
3348,2000,Eminem,Stan,5:26,Rap,11,69,2001-01-13
3665,2000,Eminem,Stan,5:26,Rap,12,77,2001-01-20
3982,2000,Eminem,Stan,5:26,Rap,13,88,2001-01-27
4299,2000,Eminem,Stan,5:26,Rap,14,93,2001-02-03
4616,2000,Eminem,Stan,5:26,Rap,15,100,2001-02-10
31,2000,Eminem,The Real Slim Shady,4:42,Rap,1,70,2000-05-06
348,2000,Eminem,The Real Slim Shady,4:42,Rap,2,32,2000-05-13
665,2000,Eminem,The Real Slim Shady,4:42,Rap,3,20,2000-05-20
982,2000,Eminem,The Real Slim Shady,4:42,Rap,4,16,2000-05-27
1299,2000,Eminem,The Real Slim Shady,4:42,Rap,5,11,2000-06-03
1616,2000,Eminem,The Real Slim Shady,4:42,Rap,6,7,2000-06-10
1933,2000,Eminem,The Real Slim Shady,4:42,Rap,7,6,2000-06-17
2250,2000,Eminem,The Real Slim Shady,4:42,Rap,8,4,2000-06-24
2567,2000,Eminem,The Real Slim Shady,4:42,Rap,9,5,2000-07-01
2884,2000,Eminem,The Real Slim Shady,4:42,Rap,10,4,2000-07-08
3201,2000,Eminem,The Real Slim Shady,4:42,Rap,11,8,2000-07-15
3518,2000,Eminem,The Real Slim Shady,4:42,Rap,12,9,2000-07-22
3835,2000,Eminem,The Real Slim Shady,4:42,Rap,13,16,2000-07-29
4152,2000,Eminem,The Real Slim Shady,4:42,Rap,14,30,2000-08-05
4469,2000,Eminem,The Real Slim Shady,4:42,Rap,15,49,2000-08-12
4786,2000,Eminem,The Real Slim Shady,4:42,Rap,16,68,2000-08-19
5103,2000,Eminem,The Real Slim Shady,4:42,Rap,17,83,2000-08-26
5420,2000,Eminem,The Real Slim Shady,4:42,Rap,18,88,2000-09-02
5737,2000,Eminem,The Real Slim Shady,4:42,Rap,19,98,2000-09-09
206,2000,Eminem,The Way I Am,4:40,Rap,1,87,2000-08-26
523,2000,Eminem,The Way I Am,4:40,Rap,2,74,2000-09-02
840,2000,Eminem,The Way I Am,4:40,Rap,3,59,2000-09-09
1157,2000,Eminem,The Way I Am,4:40,Rap,4,65,2000-09-16
1474,2000,Eminem,The Way I Am,4:40,Rap,5,59,2000-09-23
1791,2000,Eminem,The Way I Am,4:40,Rap,6,58,2000-09-30
2108,2000,Eminem,The Way I Am,4:40,Rap,7,59,2000-10-07
2425,2000,Eminem,The Way I Am,4:40,Rap,8,62,2000-10-14
2742,2000,Eminem,The Way I Am,4:40,Rap,9,89,2000-10-21
3059,2000,Eminem,The Way I Am,4:40,Rap,10,86,2000-10-28
299,2000,En Vogue,Riddle,5:10,Rock,1,92,2000-06-17
616,2000,En Vogue,Riddle,5:10,Rock,2,92,2000-06-24
933,2000,En Vogue,Riddle,5:10,Rock,3,97,2000-07-01
1250,2000,En Vogue,Riddle,5:10,Rock,4,100,2000-07-08
289,2000,Eve,Got It All,3:48,Rap,1,89,2000-07-15
606,2000,Eve,Got It All,3:48,Rap,2,88,2000-07-22
923,2000,Eve,Got It All,3:48,Rap,3,88,2000-07-29
1240,2000,Eve,Got It All,3:48,Rap,4,91,2000-08-05
1557,2000,Eve,Got It All,3:48,Rap,5,95,2000-08-12
134,2000,Eve,Love Is Blind,3:51,Rap,1,94,2000-01-08
451,2000,Eve,Love Is Blind,3:51,Rap,2,91,2000-01-15
768,2000,Eve,Love Is Blind,3:51,Rap,3,57,2000-01-22
1085,2000,Eve,Love Is Blind,3:51,Rap,4,46,2000-01-29
1402,2000,Eve,Love Is Blind,3:51,Rap,5,46,2000-02-05
1719,2000,Eve,Love Is Blind,3:51,Rap,6,40,2000-02-12
2036,2000,Eve,Love Is Blind,3:51,Rap,7,34,2000-02-19
2353,2000,Eve,Love Is Blind,3:51,Rap,8,39,2000-02-26
2670,2000,Eve,Love Is Blind,3:51,Rap,9,42,2000-03-04
2987,2000,Eve,Love Is Blind,3:51,Rap,10,46,2000-03-11
3304,2000,Eve,Love Is Blind,3:51,Rap,11,50,2000-03-18
3621,2000,Eve,Love Is Blind,3:51,Rap,12,59,2000-03-25
3938,2000,Eve,Love Is Blind,3:51,Rap,13,66,2000-04-01
4255,2000,Eve,Love Is Blind,3:51,Rap,14,78,2000-04-08
4572,2000,Eve,Love Is Blind,3:51,Rap,15,87,2000-04-15
4889,2000,Eve,Love Is Blind,3:51,Rap,16,99,2000-04-22
53,2000,Everclear,Wonderful,4:30,Rock,1,77,2000-07-08
370,2000,Everclear,Wonderful,4:30,Rock,2,69,2000-07-15
687,2000,Everclear,Wonderful,4:30,Rock,3,53,2000-07-22
1004,2000,Everclear,Wonderful,4:30,Rock,4,37,2000-07-29
1321,2000,Everclear,Wonderful,4:30,Rock,5,33,2000-08-05
1638,2000,Everclear,Wonderful,4:30,Rock,6,25,2000-08-12
1955,2000,Everclear,Wonderful,4:30,Rock,7,24,2000-08-19
2272,2000,Everclear,Wonderful,4:30,Rock,8,23,2000-08-26
